date,open,high,low,close
2019-02-01 0:00:00,106.47,108.35,103.77,106.73
2019-01-31 0:00:00,108.29,110.61,105.46,106.44
2019-01-30 0:00:00,104.41,109.8,103.45,108.29
2019-01-29 0:00:00,105.49,106.61,102.22,104.45
2019-01-28 0:00:00,112.04,112.87,100.91,105.5
2019-01-27 0:00:00,115.32,116.15,111.04,112.05
2019-01-26 0:00:00,115.13,118,115,115.34
2019-01-25 0:00:00,116.4,117.5,114.3,115.11
2019-01-24 0:00:00,116.4,117.15,113.61,116.39
2019-01-23 0:00:00,117.8,118.95,114.8,116.44
2019-01-22 0:00:00,115.62,119.49,111.39,117.81
2019-01-21 0:00:00,117.56,118.5,113.61,115.63
2019-01-20 0:00:00,122.61,123.32,115.68,117.47
2019-01-19 0:00:00,119.16,125.29,119.14,122.6
2019-01-18 0:00:00,121.56,121.98,117.66,119.17
2019-01-17 0:00:00,121.49,122.99,116.8,121.54
2019-01-16 0:00:00,118.93,126.88,118.52,121.48
2019-01-15 0:00:00,126.95,129.4,116,118.95
2019-01-14 0:00:00,114.17,130.05,113.94,126.95
2019-01-13 0:00:00,123.35,124.25,111.87,114.16
2019-01-12 0:00:00,124.67,126.19,122,123.35
2019-01-11 0:00:00,124.96,127.36,120.08,124.65
2019-01-10 0:00:00,148.11,149.45,121,124.95
2019-01-09 0:00:00,147.62,151.5,146.77,148.1
2019-01-08 0:00:00,149.29,151.65,145.2,147.6
2019-01-07 0:00:00,153.89,155.48,147.86,149.34
2019-01-06 0:00:00,152.83,157.4,147.51,153.86
2019-01-05 0:00:00,152.08,159.26,151.2,152.83
2019-01-04 0:00:00,146.3,154.8,143.54,151.97
2019-01-03 0:00:00,152.01,153.64,143.11,146.3
2019-01-02 0:00:00,139.1,155.37,137.76,152.01
2019-01-01 0:00:00,131.45,140.67,130,139.1
2018-12-31 0:00:00,137.81,138.66,128.7,131.45
2018-12-30 0:00:00,133,139,127.03,137.77
2018-12-29 0:00:00,135.3,145.42,128.5,132.89
2018-12-28 0:00:00,113.75,136.66,111.87,135.3
2018-12-27 0:00:00,129.35,131.09,111.22,113.8
2018-12-26 0:00:00,127.61,135.32,122.51,129.35
2018-12-25 0:00:00,138.01,139.26,119.68,127.6
2018-12-24 0:00:00,129.03,157.67,128.8,138.03
2018-12-23 0:00:00,115.18,131.94,114.91,129.03
2018-12-22 0:00:00,107.67,115.5,105.38,115.2
2018-12-21 0:00:00,113.71,118,104.76,107.69
2018-12-20 0:00:00,98.73,116,97.88,114.05
2018-12-19 0:00:00,100.39,107.55,97.75,98.74
2018-12-18 0:00:00,94.03,101.3,91.34,100.39
2018-12-17 0:00:00,84.68,97,84.4,94.02
2018-12-16 0:00:00,83.75,87.64,83.73,84.67
2018-12-15 0:00:00,83.82,85,81.79,83.76
2018-12-14 0:00:00,86.35,87.25,82.2,83.82
2018-12-13 0:00:00,89.39,90.71,84.71,86.34
2018-12-12 0:00:00,87.77,91.31,86.63,89.41
2018-12-11 0:00:00,89.88,91.65,85.83,87.76
2018-12-10 0:00:00,93.26,95.21,88.11,89.91
2018-12-09 0:00:00,90.39,98.7,88.63,93.26
2018-12-08 0:00:00,93.06,98,84.55,90.38
2018-12-07 0:00:00,91.18,96.9,82.07,93.05
2018-12-06 0:00:00,102.73,104.68,90.2,91
2018-12-05 0:00:00,109.92,110.58,102.38,102.71
2018-12-04 0:00:00,108.76,113.2,106,109.94
2018-12-03 0:00:00,116.63,116.96,106.7,108.76
2018-12-02 0:00:00,118.09,120.73,116,116.57
2018-12-01 0:00:00,113.71,120.8,111.35,118.1
2018-11-30 0:00:00,117.99,120.26,111.09,113.73
2018-11-29 0:00:00,122.88,124,114.78,117.98
2018-11-28 0:00:00,111.38,126.8,111.37,122.9
2018-11-27 0:00:00,110.66,114.31,102.36,111.43
2018-11-26 0:00:00,118.65,121.5,106.41,110.68
2018-11-25 0:00:00,114.83,122.35,102.95,118.67
2018-11-24 0:00:00,125,130.81,112.32,114.89
